PMC_ID,English,Vietnamese
PMC7386785,"Cough: sensitivity between 43% and 71%, specificity between 14% and 54% Sore throat: sensitivity between 5% and 71%, specificity between 55% and 80% Fever: sensitivity between 7% and 91%, specificity between 16% and 94% Myalgia or arthralgia: sensitivity between 19% and 86%, specificity between 45% and 91% Fatigue: sensitivity between 10% and 57%, specificity between 60% and 94% Headache: sensitivity between 3% and 71%, specificity between 78% and 98% Cough: sensitivity between 43% and 71%, specificity between 14% and 54% Sore throat: sensitivity between 5% and 71%, specificity between 55% and 80% Fever: sensitivity between 7% and 91%, specificity between 16% and 94% Myalgia or arthralgia: sensitivity between 19% and 86%, specificity between 45% and 91% Fatigue: sensitivity between 10% and 57%, specificity between 60% and 94% Headache: sensitivity between 3% and 71%, specificity between 78% and 98% For fever, six of nine studies report a sensitivity of at least 80%, which is unsurprising considering fever was a key feature of COVID‐19 that was used in selecting patients for further testing.","Ho: độ nhạy từ 43% đến 71%, độ đặc hiệu từ 14% đến 54% Đau họng: độ nhạy từ 5% đến 71%, độ đặc hiệu từ 55% đến 80% Sốt: độ nhạy từ 7% đến 91%, độ đặc hiệu từ 16% đến 94% Đau cơ hoặc đau khớp: độ nhạy từ 19% đến 86%, độ đặc hiệu từ 45% đến 91% Mệt mỏi: nhạy cảm từ 10% đến 57%, độ đặc hiệu từ 60% đến 94% Nhức đầu: độ nhạy từ 3% đến 71%, độ đặc hiệu từ 78% đến 98% Ho: độ nhạy từ 43% đến 71%, độ đặc hiệu từ 14% đến 54% Đau họng: độ nhạy từ 5% đến 71%, độ đặc hiệu từ 55% đến 80% Sốt: độ nhạy từ 7% đến 91%, độ đặc hiệu từ 16% đến 94% Đau cơ hoặc đau khớp: độ nhạy từ 19% đến 86%, độ đặc hiệu từ 45% đến 91% Mệt mỏi: độ nhạy từ 10% đến 57%, độ đặc hiệu từ 60% đến 94% Nhức đầu: độ nhạy từ 3% đến 71%, độ đặc hiệu từ 78% đến 98% Đối với sốt, sáu trong số chín nghiên cứu báo cáo độ nhạy ít nhất 80%, tức là không có gì ngạc nhiên khi sốt là đặc điểm chính của COVID-19 và được sử dụng để chọn bệnh nhân làm xét nghiệm thêm."
PMC7386785,"As a result, most participants in these studies would have fever, both cases and non‐cases.","Kết quả là hầu hết những người tham gia vào các nghiên cứu này đều bị sốt, cả trường hợp và không trường hợp."
PMC7386785,"The same applies to cough, which was also listed as one of the main criteria for SARS‐CoV‐2 testing and may have contributed to inflated sensitivity estimates.","Điều tương tự cũng áp dụng đối với bệnh ho, cũng được liệt kê là một trong những tiêu chí chính để xét nghiệm SARS-CoV-2 và có thể góp phần làm tăng cao ước tính độ nhạy."
PMC7386785,Specificity of at least 90% was achieved for 19 signs and symptoms.,Độ đặc hiệu đạt được ít nhất 90% đối với 19 dấu hiệu và triệu chứng.
PMC7386785,"In only four signs and symptoms did this go along with sensitivity of at least 50% which would correspond to a positive likelihood ratio of at least 5, a commonly used arbitrary definition of a red flag.","Chỉ trong bốn dấu hiệu và triệu chứng, điều này đi cùng với độ nhạy ít nhất 50%, tương ứng với tỷ lệ khả năng tích cực ít nhất là 5, một định nghĩa tùy tiện thường được sử dụng về cờ đỏ."
PMC7386785,"Using this definition, fever, myalgia or arthralgia, fatigue, or headache are to be considered red flags.","Sử dụng định nghĩa này, sốt, đau cơ hoặc đau khớp, mệt mỏi hoặc đau đầu được coi là dấu hiệu báo động đỏ."
PMC7386785,"Strikingly, most of the respiratory symptoms such as cough, sore throat and sputum production are below the diagonal in ROC space ( Figure 8 ).","Điều đáng chú ý là hầu hết các triệu chứng hô hấp như ho, đau họng và khạc đờm đều nằm dưới đường chéo trong không gian ROC ( Hình 8 )."
PMC7386785,"The diagonal line in ROC space is where sensitivity equals 1‐specificity, meaning a test that is on the diagonal line has a positive likelihood ratio of 1 and is therefore not diagnostic because disease probability is left unchanged after conducting the test.","Đường chéo trong không gian ROC là nơi độ nhạy bằng độ đặc hiệu 1, nghĩa là xét nghiệm nằm trên đường chéo có tỷ lệ khả năng dương là 1 và do đó không mang tính chẩn đoán vì xác suất bệnh không thay đổi sau khi tiến hành xét nghiệm."
PMC7386785,"Tests that lie below the diagonal line have a positive likelihood ratio that is smaller than 1, meaning the probability of COVID‐19 disease decreases when this test is positive.","Các xét nghiệm nằm bên dưới đường chéo có tỷ lệ khả năng dương tính nhỏ hơn 1, nghĩa là xác suất mắc bệnh COVID-19 giảm khi xét nghiệm này dương tính."
PMC7386785,"For example, in Sun 2020a , pretest probability of COVID‐19 is 6.9%; probability decreases to 6.4% when the patient has a cough and increases to 8.0% when the patient does not have a cough.","Ví dụ: vào Chủ nhật 2020a, xác suất xảy ra trước khi xét nghiệm COVID-19 là 6,9%; xác suất giảm xuống 6,4% khi bệnh nhân ho và tăng lên 8,0% khi bệnh nhân không ho."
PMC7386785,We hypothesise on the reason for this counterintuitive finding in the discussion section.,Chúng tôi đưa ra giả thuyết về lý do cho phát hiện phản trực giác này trong phần thảo luận.
PMC7386785,"In contrast to respiratory features, systemic features are mostly above the diagonal line ( Figure 9 ), suggesting that they do increase the probability of COVID‐19 when present.","Ngược lại với các đặc điểm về hô hấp, các đặc điểm toàn thân hầu hết nằm phía trên đường chéo ( Hình 9 ), cho thấy rằng chúng làm tăng khả năng mắc COVID-19 khi xuất hiện."
PMC7386785,Gastrointestinal symptoms and cardiovascular features are clustered in the bottom left corner or on the diagonal line suggesting that they have very little diagnostic value ( Figure 10 ; Figure 11 ).,Các triệu chứng tiêu hóa và đặc điểm tim mạch được tập trung ở góc dưới bên trái hoặc trên đường chéo cho thấy chúng có rất ít giá trị chẩn đoán ( Hình 10 ; Hình 11 ).
PMC7386785,"To further illustrate the systemic features' ability to either rule in or rule out COVID‐19 disease or COVID‐19 pneumonia, we constructed dumbbell plots showing pre‐ and post‐test probabilities for each feature in each study ( Figure 16 ).","Để minh họa thêm khả năng của các đặc điểm hệ thống trong việc loại trừ hoặc loại trừ bệnh COVID-19 hoặc bệnh viêm phổi do COVID-19, chúng tôi đã xây dựng biểu đồ quả tạ thể hiện xác suất trước và sau xét nghiệm đối với từng đặc điểm trong mỗi nghiên cứu ( Hình 16 )."
PMC7386785,"For each test, we have plotted the pre‐test probability, which is the prevalence of COVID‐19 disease (blue dot).","Đối với mỗi xét nghiệm, chúng tôi đã vẽ biểu đồ xác suất trước xét nghiệm, tức là tỷ lệ mắc bệnh COVID-19 (chấm màu xanh lam)."
PMC7386785,Probability then changes depending on a positive test result (red dot marked +) or a negative test result (green dot marked ‐).,Xác suất sau đó thay đổi tùy thuộc vào kết quả xét nghiệm dương tính (chấm đỏ được đánh dấu +) hoặc kết quả xét nghiệm âm tính (chấm màu xanh lá cây được đánh dấu -).
PMC7386785,"The plot shows that fever, for example, increases the probability of COVID‐19 in two studies ( Ai 2020a ; Rentsch 2020 ), makes little to no difference in five studies (Feng 2020; Liang 2020 ; Peng 2020; Song 2020 ; Zhu 2020), and decreases the probability of COVID‐19 in two studies ( Cheng 2020a ; Tolia 2020 ).","Ví dụ, biểu đồ cho thấy rằng cơn sốt làm tăng xác suất mắc bệnh COVID-19 trong hai nghiên cứu ( Ai 2020a ; Rentsch 2020 ), tạo ra rất ít hoặc không có sự khác biệt trong năm nghiên cứu (Feng 2020; Liang 2020 ; Peng 2020; Song 2020 ; Zhu 2020) và làm giảm xác suất mắc bệnh COVID-19 trong hai nghiên cứu ( Cheng 2020a ; Tolia 2020 )."
PMC7386785,Dumbbell plot: this plot shows how disease probability changes after a positive test result (red dot with plus sign) or after a negative test (green dot with minus sign).,Biểu đồ quả tạ: biểu đồ này cho thấy xác suất bệnh thay đổi như thế nào sau khi có kết quả xét nghiệm dương tính (chấm đỏ có dấu cộng) hoặc sau khi xét nghiệm âm tính (chấm màu xanh lá cây có dấu trừ).
PMC7386785,"Pre‐test probability or prevalence is the blue dot Individual signs and symptoms appear to have very poor diagnostic properties for COVID‐19, although this has to be interpreted in the presence of a limited number of studies, heterogeneity between the studies precluding any firm conclusions and in a context of selection bias.","Xác suất hoặc tỷ lệ lưu hành trước xét nghiệm là chấm màu xanh lam. Các dấu hiệu và triệu chứng riêng lẻ dường như có đặc tính chẩn đoán rất kém đối với COVID-19, mặc dù điều này phải được giải thích khi có một số nghiên cứu hạn chế, sự không đồng nhất giữa các nghiên cứu khiến mọi kết luận chắc chắn không được đưa ra và trong bối cảnh sai lệch lựa chọn."
PMC7386785,"Most features had very low sensitivity, while specificity was moderate to high.","Hầu hết các đặc điểm đều có độ nhạy rất thấp, trong khi độ đặc hiệu ở mức trung bình đến cao."
PMC7386785,"We have identified four possible red flags, that is, symptoms that increased the probability of COVID‐19 when present because of a positive likelihood ratio of at least 5 in at least one study: fever, myalgia or arthralgia, fatigue, and headache.","Chúng tôi đã xác định được bốn dấu hiệu nguy hiểm có thể xảy ra, tức là các triệu chứng làm tăng khả năng mắc bệnh COVID-19 khi xuất hiện do tỷ lệ khả năng dương tính ít nhất là 5 trong ít nhất một nghiên cứu: sốt, đau cơ hoặc đau khớp, mệt mỏi và đau đầu."
PMC7386785,"When we apply the results of sensitivity and specificity of these systemic features to disease probabilities, we assess their value to rule in and rule out disease as shown in the dumbbell plots ( Figure 16 ).","Khi chúng tôi áp dụng kết quả về độ nhạy và độ đặc hiệu của các đặc điểm hệ thống này vào xác suất bệnh tật, chúng tôi đánh giá giá trị của chúng để loại trừ và loại trừ bệnh như thể hiện trong biểu đồ quả tạ ( Hình 16 )."
PMC7386785,These clearly show the limited effect on disease probability from these signs and symptoms.,Những điều này cho thấy rõ ràng tác dụng hạn chế đối với khả năng mắc bệnh từ những dấu hiệu và triệu chứng này.
PMC7386785,"Importantly, we did not find any studies investigating the diagnostic accuracy of combinations of signs and symptoms.",Điều quan trọng là chúng tôi không tìm thấy bất kỳ nghiên cứu nào điều tra tính chính xác trong chẩn đoán của sự kết hợp các dấu hiệu và triệu chứng.
PMC7386785,There were also no studies from community primary care settings.,Cũng không có nghiên cứu nào từ các cơ sở chăm sóc sức khỏe ban đầu tại cộng đồng.
PMC7386785,"Some of our findings are counterintuitive, for example that the majority of the studies that investigated cough found that cough decreases the probability of COVID‐19 despite the fact that it is part of the case definition of COVID‐19 in most countries.","Một số phát hiện của chúng tôi phản trực giác, chẳng hạn như phần lớn các nghiên cứu điều tra bệnh ho cho thấy ho làm giảm khả năng mắc bệnh COVID-19 mặc dù thực tế rằng đó là một phần trong định nghĩa ca bệnh về bệnh COVID-19 ở hầu hết các quốc gia."
PMC7386785,This is also the case for fever in two studies and myalgia in one study ‐ even though these features were also red flags in at least one other study.,Đây cũng là trường hợp sốt trong hai nghiên cứu và đau cơ trong một nghiên cứu - mặc dù những đặc điểm này cũng là dấu hiệu cảnh báo trong ít nhất một nghiên cứu khác.
PMC7386785,We believe this may be caused by selection bias.,Chúng tôi tin rằng điều này có thể là do sai lệch lựa chọn.
PMC7386785,"Selection bias is present when selective and non‐random inclusion and exclusion of participants apply and the resulting association between exposure and outcome (here the accuracy of the test) differs in the selected study population compared to the eligible study population, and it has been shown that this may decrease estimates of diagnostic accuracy ( Rutjes 2006 ).","Sai lệch lựa chọn xuất hiện khi áp dụng sự bao gồm và loại trừ có chọn lọc và không ngẫu nhiên đối với những người tham gia và mối liên hệ dẫn đến giữa phơi nhiễm và kết quả (ở đây là độ chính xác của xét nghiệm) khác nhau ở quần thể nghiên cứu được chọn so với quần thể nghiên cứu đủ điều kiện, và người ta đã chứng minh rằng điều này có thể làm giảm ước tính về độ chính xác của chẩn đoán ( Rutjes 2006 )."
PMC7386785,"For the diagnosis of COVID‐19, rapidly and constantly changing, and widely variable test criteria have influenced who was referred for testing and who was not.","Để chẩn đoán COVID-19, các tiêu chí xét nghiệm thay đổi nhanh chóng, liên tục và rất khác nhau đã ảnh hưởng đến việc ai được giới thiệu đi xét nghiệm và ai không."
PMC7386785,Inclusion in the study of only a selective fraction of eligible patients can give a biased estimate of the real accuracy of the index test when measured against the reference standard and real disease status.,Việc đưa vào nghiên cứu chỉ một phần chọn lọc các bệnh nhân đủ điều kiện có thể đưa ra ước tính sai lệch về độ chính xác thực sự của xét nghiệm chỉ số khi được đo theo tiêu chuẩn tham chiếu và tình trạng bệnh thực sự.
PMC7386785,Griffith 2020 reported on the problematic presence of collider stratification bias in the published studies on COVID‐19.,Griffith 2020 đã báo cáo về sự hiện diện có vấn đề của sai lệch phân tầng máy va chạm trong các nghiên cứu đã công bố về COVID-19.
PMC7386785,"Appropriate sampling strategies need to be applied to avoid conclusions of spurious relationships, more specifically in our case, the biased accuracy estimates of signs and symptoms for the diagnosis of COVID‐19 disease.","Cần áp dụng các chiến lược lấy mẫu phù hợp để tránh đưa ra kết luận về các mối quan hệ giả, cụ thể hơn trong trường hợp của chúng tôi là ước tính sai lệch độ chính xác của các dấu hiệu và triệu chứng để chẩn đoán bệnh COVID-19."
PMC7386785,"Selection of patients based on the presence of specific pre‐set symptoms, such as fever and cough, lead to biased associations between these symptoms and disease, and sensitivity and specificity estimates that differ from their true values.","Việc lựa chọn bệnh nhân dựa trên sự hiện diện của các triệu chứng cụ thể được xác định trước, chẳng hạn như sốt và ho, dẫn đến mối liên hệ sai lệch giữa các triệu chứng này và bệnh tật, đồng thời ước tính độ nhạy và độ đặc hiệu khác với giá trị thực của chúng."
PMC7386785,The example of collider bias for cough is illustrated in Figure 17 .,Ví dụ về độ lệch va chạm đối với ho được minh họa trong Hình 17 .
PMC7386785,"Grouping studies by diagnostic criteria for selection might clarify this issue, but studies do not clearly describe them, with study authors referring to the guidelines in general that were applicable at the time.","Việc nhóm các nghiên cứu theo tiêu chuẩn chẩn đoán để lựa chọn có thể làm rõ vấn đề này, nhưng các nghiên cứu không mô tả rõ ràng chúng, trong đó các tác giả nghiên cứu đề cập đến các hướng dẫn nói chung được áp dụng vào thời điểm đó."
PMC7386785,"Directed acyclic graph on cough Another form of selection bias is spectrum bias, where the patients included in the studies do not reflect the patient spectrum to which the index test will be applied.","Biểu đồ tuần hoàn có hướng về bệnh ho Một dạng sai lệch lựa chọn khác là sai lệch phổ, trong đó các bệnh nhân được đưa vào nghiên cứu không phản ánh phổ bệnh nhân mà xét nghiệm chỉ số sẽ được áp dụng."
PMC7386785,"The inclusion of hospitalised patients can lead to such a bias, when in these patients both the distribution of signs and symptoms differ and assessment with the reference standard is differential.","Việc đưa bệnh nhân nhập viện vào có thể dẫn đến sai lệch như vậy, khi ở những bệnh nhân này, cả sự phân bố dấu hiệu và triệu chứng đều khác nhau và việc đánh giá với tiêu chuẩn tham chiếu cũng khác nhau."
PMC7386785,"In addition, the distribution and severity of alternative diagnoses may be different in hospitalised populations than in patients presenting to ambulatory care settings.","Ngoài ra, sự phân bổ và mức độ nghiêm trọng của các chẩn đoán thay thế có thể khác nhau ở nhóm bệnh nhân nhập viện so với bệnh nhân đến cơ sở chăm sóc cấp cứu."
PMC7386785,"Strengths of our review are the systematic and broad search performed to include all possible studies, including those prior to peer‐review, to gather the largest number of studies available at this point.","Điểm mạnh của đánh giá của chúng tôi là tìm kiếm có hệ thống và rộng rãi được thực hiện để bao gồm tất cả các nghiên cứu có thể, bao gồm cả những nghiên cứu trước khi đánh giá ngang hàng, để thu thập số lượng nghiên cứu lớn nhất hiện có tại thời điểm này."
PMC7386785,"Exclusion of cases‐only studies, the largest number of the published cohorts of patients with COVID‐19, limits the available data but also improves the quality of the evidence and the possibility to present both sensitivity and specificity (cases only cannot provide both accuracy measures).","Việc loại trừ các nghiên cứu chỉ dành cho các trường hợp, số lượng lớn nhất trong số các nhóm bệnh nhân mắc bệnh COVID-19 được công bố, làm hạn chế dữ liệu có sẵn nhưng cũng cải thiện chất lượng của bằng chứng và khả năng trình bày cả độ nhạy và độ đặc hiệu (chỉ các trường hợp không thể cung cấp cả hai thước đo độ chính xác)."
PMC7386785,"Because this is a living systematic review, future updates may offer the possibility to do a meta‐analysis, which was not possible at this stage.","Bởi vì đây là một đánh giá có hệ thống sống động nên các bản cập nhật trong tương lai có thể cung cấp khả năng thực hiện phân tích tổng hợp, điều này không thể thực hiện được ở giai đoạn này."
PMC7386785,"In addition, further insights into this novel disease may lead to new evidence on signs and symptoms that are more diagnostic, which we will incorporate in future updates.","Ngoài ra, những hiểu biết sâu hơn về căn bệnh mới này có thể dẫn đến bằng chứng mới về các dấu hiệu và triệu chứng dễ chẩn đoán hơn mà chúng tôi sẽ đưa vào các bản cập nhật trong tương lai."
PMC7386785,The lack of data on combinations of signs and symptoms is an important evidence gap.,Việc thiếu dữ liệu về sự kết hợp của các dấu hiệu và triệu chứng là một lỗ hổng bằng chứng quan trọng.
PMC7386785,"Consequently, there is no evidence on syndromic presentation and the value of composite signs and symptoms on the diagnostic accuracy measures.","Do đó, không có bằng chứng về biểu hiện hội chứng và giá trị của các dấu hiệu và triệu chứng tổng hợp trên các thước đo độ chính xác của chẩn đoán."
PMC7386785,"In addition, subgroup analyses by the pre‐defined variables were not feasible due to lack of reporting.","Ngoài ra, phân tích nhóm con theo các biến được xác định trước là không khả thi do thiếu báo cáo."
PMC7386785,We need to assess multiple variables for their possible confounding effect on the summary estimates.,Chúng ta cần đánh giá nhiều biến số về tác động gây nhiễu có thể có của chúng đối với các ước tính tóm tắt.
PMC7386785,"Possible confounders include the presence of other respiratory pathogens (seasonality), the phase of the epidemic, exposure to high versus low prevalence setting, high or low exposure risk, comorbidity of the participants, or time since infection.","Các yếu tố gây nhiễu có thể xảy ra bao gồm sự hiện diện của các mầm bệnh hô hấp khác (tính theo mùa), giai đoạn của dịch, phơi nhiễm với bối cảnh tỷ lệ lưu hành cao so với thấp, nguy cơ phơi nhiễm cao hay thấp, bệnh đi kèm của những người tham gia hoặc thời gian kể từ khi nhiễm bệnh."
PMC7386785,"Seasonality may influence specificity, because alternative diagnoses such as influenza or other respiratory viruses are more prevalent in winter, leading to more non‐COVID‐19 patients displaying symptoms such as cough or fever, decreasing specificity.","Tính thời vụ có thể ảnh hưởng đến độ đặc hiệu, vì các chẩn đoán thay thế như cúm hoặc các loại vi-rút đường hô hấp khác phổ biến hơn vào mùa đông, dẫn đến nhiều bệnh nhân không mắc COVID-19 biểu hiện các triệu chứng như ho hoặc sốt, làm giảm độ đặc hiệu."
PMC7386785,"In this version of the review, all studies were conducted in Winter or early Spring, suggesting this may still have been at play.","Trong phiên bản đánh giá này, tất cả các nghiên cứu đều được thực hiện vào Mùa Đông hoặc đầu Mùa Xuân, cho thấy điều này có thể vẫn đang diễn ra."
PMC7386785,"However, social distancing policies have shortened this year's influenza season in several countries ( www.who.int/influenza/surveillance_monitoring/updates/en/ ), which may have led to higher specificity for signs and symptoms than what we may expect in the next influenza season.","Tuy nhiên, các chính sách giãn cách xã hội đã rút ngắn mùa cúm năm nay ở một số quốc gia ( www.who.int/influenza/surveillance_monitoring/updates/en/), điều này có thể dẫn đến các dấu hiệu và triệu chứng có độ đặc hiệu cao hơn những gì chúng ta có thể mong đợi trong mùa cúm tiếp theo."
PMC7386785,"In future updates of the review, we will explore seasonality effects if data allow.","Trong các bản cập nhật đánh giá trong tương lai, chúng tôi sẽ khám phá các hiệu ứng theo mùa nếu dữ liệu cho phép."
PMC7386785,"As for time since onset, given that the moment of infection is more likely than not an unrecognisable and unmeasurable variable, time since onset of symptoms can be used as a proxy.","Về thời gian kể từ khi khởi phát, vì thời điểm lây nhiễm có nhiều khả năng là một biến số không thể nhận biết và đo lường được, nên thời gian kể từ khi xuất hiện các triệu chứng có thể được sử dụng làm đại diện."
PMC7386785,"Reporting of studies, with presentation of the 2x2 table stratified by time since onset of disease, is informative and might have the potential to increase accuracy of the signs and symptoms and their diagnostic differential potential.","Báo cáo các nghiên cứu, với việc trình bày bảng 2x2 được phân tầng theo thời gian kể từ khi khởi phát bệnh, mang tính thông tin và có thể có khả năng tăng độ chính xác của các dấu hiệu và triệu chứng cũng như khả năng chẩn đoán phân biệt của chúng."
PMC7386785,"The high risk of selection bias, with many studies including patients who had already been admitted to hospital or who presented to hospital settings with the intent to hospitalise, leads to findings that are less applicable to people presenting in primary care, who on average experience a shorter illness duration, less severe symptoms and have a lower probability of the target condition.","Nguy cơ sai lệch lựa chọn cao, với nhiều nghiên cứu bao gồm những bệnh nhân đã nhập viện hoặc những người đến bệnh viện với ý định nhập viện, dẫn đến những phát hiện ít áp dụng được cho những người đến khám tại cơ sở chăm sóc ban đầu, những người trung bình trải qua thời gian mắc bệnh ngắn hơn, ít triệu chứng nghiêm trọng hơn và có xác suất mắc bệnh mục tiêu thấp hơn."
PMC7386785,Our search did not find any articles providing data on children.,Tìm kiếm của chúng tôi không tìm thấy bất kỳ bài viết nào cung cấp dữ liệu về trẻ em.
PMC7386785,Children have been underrepresented in the studies on diagnosing SARS‐CoV‐2 infection.,Trẻ em chưa được trình bày đầy đủ trong các nghiên cứu về chẩn đoán nhiễm SARS-CoV-2.
PMC7386785,"Their absence seems related to the general mild presentation of the disease in the paediatric population, and the even more frequent asymptomatic course of COVID‐19 in children.",Sự vắng mặt của chúng dường như liên quan đến biểu hiện nhẹ của bệnh ở trẻ em và diễn biến bệnh không có triệu chứng thậm chí còn thường xuyên hơn ở trẻ em.
PMC7386785,The full scope of disease presentation in children is therefore not known.,"Do đó, phạm vi đầy đủ của bệnh biểu hiện ở trẻ em vẫn chưa được biết rõ."
PMC7386785,"It is important to identify signs and symptoms that can be used to clinically assess children with suspected COVID‐19, especially because aspecific presentations and fever without a source are already common in this age group, and acute infection in children is a common cause for families to self‐isolate or get tested.","Điều quan trọng là phải xác định các dấu hiệu và triệu chứng có thể được sử dụng để đánh giá lâm sàng trẻ bị nghi ngờ mắc COVID-19, đặc biệt vì các biểu hiện cụ thể và sốt không rõ nguyên nhân đã phổ biến ở nhóm tuổi này và nhiễm trùng cấp tính ở trẻ em là nguyên nhân phổ biến khiến các gia đình phải tự cách ly hoặc đi xét nghiệm."
PMC7386785,"Misclassification of children, where children will be asked to remain in quarantine when they present with predefined, but not yet evidence‐based symptoms needs to be avoided to decrease the possible damage done to children's health and education.","Phân loại sai trẻ em, trong đó trẻ em sẽ được yêu cầu tiếp tục cách ly khi chúng có các triệu chứng được xác định trước nhưng chưa dựa trên bằng chứng cần phải tránh để giảm thiệt hại có thể xảy ra đối với sức khỏe và giáo dục của trẻ em."
PMC7386785,"Having separate data for neonates, young infants, toddlers, school‐aged children and adolescents is therefore of value.","Do đó, việc có dữ liệu riêng biệt về trẻ sơ sinh, trẻ nhỏ, trẻ mới biết đi, trẻ em trong độ tuổi đi học và thanh thiếu niên là có giá trị."
PMC7386785,Another important patient group is older adults.,Một nhóm bệnh nhân quan trọng khác là người lớn tuổi.
PMC7386785,"They are most at risk of an adverse outcome of SARS‐CoV‐2 infection, including an increased risk of requiring intensive care support and and increased risk of mortality.","Họ có nhiều nguy cơ gặp phải kết quả bất lợi nhất khi nhiễm SARS-CoV-2, bao gồm tăng nguy cơ cần hỗ trợ chăm sóc đặc biệt và tăng nguy cơ tử vong."
PMC7386785,"In this version of the review, only one study focused on adults aged 55 to 75 years.","Trong phiên bản tổng quan này, chỉ có một nghiên cứu tập trung vào người lớn từ 55 đến 75 tuổi."
PMC7386785,All other studies included adults of all ages and did not present results separately for older age groups.,Tất cả các nghiên cứu khác bao gồm người lớn ở mọi lứa tuổi và không trình bày kết quả riêng biệt cho các nhóm tuổi lớn hơn.
PMC7386785,"The lack of a solid evidence base for the diagnosis of COVID‐19 in older adults adds to the difficulty in diagnosing serious infections in this age group, as other serious infections such as bacterial pneumonia or urinary sepsis also tend to lead to aspecific presentations.","Việc thiếu cơ sở bằng chứng vững chắc để chẩn đoán COVID-19 ở người lớn tuổi làm tăng thêm khó khăn trong việc chẩn đoán các bệnh nhiễm trùng nghiêm trọng ở nhóm tuổi này, vì các bệnh nhiễm trùng nghiêm trọng khác như viêm phổi do vi khuẩn hoặc nhiễm trùng huyết tiết niệu cũng có xu hướng dẫn đến các biểu hiện không cụ thể."
PMC7386785,"The association of a single sign or symptom with COVID‐19 is highly uncertain, and we do not have data on combinations of signs and symptoms.",Mối liên hệ của một dấu hiệu hoặc triệu chứng duy nhất với COVID-19 là rất không chắc chắn và chúng tôi không có dữ liệu về sự kết hợp của các dấu hiệu và triệu chứng.
PMC7386785,"Additionally, potentially more diagnostic symptoms such as loss of sense of smell have not yet been studied widely and remain to be assessed in well designed studies.","Ngoài ra, các triệu chứng có khả năng chẩn đoán cao hơn như mất khứu giác vẫn chưa được nghiên cứu rộng rãi và vẫn chưa được đánh giá trong các nghiên cứu được thiết kế tốt."
PMC7386785,"Moreover, the nature of the signs and symptoms that are used to guide self‐isolation decisions are such that people may end up being quarantined on a regular basis, leading to missed days at school or work, isolation and anxiety.","Hơn nữa, bản chất của các dấu hiệu và triệu chứng được sử dụng để hướng dẫn các quyết định tự cách ly là khiến mọi người có thể bị cách ly thường xuyên, dẫn đến phải nghỉ học hoặc đi làm, bị cô lập và lo lắng."
PMC7386785,"In future updates of this review, we intend to organise findings by age group, settings (in particular primary care settings versus hospital settings), and target condition, when evidence allows.","Trong các bản cập nhật trong tương lai của đánh giá này, chúng tôi dự định sắp xếp các phát hiện theo nhóm tuổi, môi trường (đặc biệt là môi trường chăm sóc ban đầu so với môi trường bệnh viện) và tình trạng mục tiêu khi bằng chứng cho phép."
PMC7386785,"Implications for practice The results were highly variable across studies, making it difficult to draw firm conclusions.","Ý nghĩa đối với thực tiễn Kết quả rất khác nhau giữa các nghiên cứu, gây khó khăn cho việc đưa ra kết luận chắc chắn."
PMC7386785,Selection bias further hinders interpretability.,Sự thiên vị lựa chọn tiếp tục cản trở khả năng giải thích.
PMC7386785,"Until results of further studies become available, broad investigation of patients with suspected SARS‐Cov‐2 infection remains necessary.","Cho đến khi có kết quả của các nghiên cứu tiếp theo, việc điều tra rộng rãi những bệnh nhân nghi ngờ nhiễm SARS-Cov-2 vẫn cần thiết."
PMC7386785,Neither absence nor presence of the individual signs and symptoms included in this review are accurate enough to rule in or rule out disease.,Cả sự vắng mặt hay hiện diện của các dấu hiệu và triệu chứng riêng lẻ trong tổng quan này đều không đủ chính xác để loại trừ hoặc loại trừ bệnh.
PMC7386785,"The results were highly variable across studies, making it difficult to draw firm conclusions.","Kết quả rất khác nhau giữa các nghiên cứu, gây khó khăn cho việc đưa ra kết luận chắc chắn."
PMC7386785,Selection bias further hinders interpretability.,Sự thiên vị lựa chọn tiếp tục cản trở khả năng giải thích.
PMC7386785,"Until results of further studies become available, broad investigation of patients with suspected SARS‐Cov‐2 infection remains necessary.","Cho đến khi có kết quả của các nghiên cứu tiếp theo, việc điều tra rộng rãi những bệnh nhân nghi ngờ nhiễm SARS-Cov-2 vẫn cần thiết."
PMC7386785,Neither absence nor presence of the individual signs and symptoms included in this review are accurate enough to rule in or rule out disease.,Cả sự vắng mặt hay hiện diện của các dấu hiệu và triệu chứng riêng lẻ trong tổng quan này đều không đủ chính xác để loại trừ hoặc loại trừ bệnh.
PMC7386785,Implications for research Our review reflects the need for improved study methodology in COVID‐19 diagnostic accuracy research: appropriate patient sampling strategies; prospective one‐gate design; and investigating the presence or absence of clinical signs and symptoms in all suspected patients.,Ý nghĩa đối với nghiên cứu Đánh giá của chúng tôi phản ánh nhu cầu cải tiến phương pháp nghiên cứu trong nghiên cứu độ chính xác trong chẩn đoán COVID-19: chiến lược lấy mẫu bệnh nhân phù hợp; thiết kế một cổng tiềm năng; và điều tra sự hiện diện hay vắng mặt của các dấu hiệu và triệu chứng lâm sàng ở tất cả các bệnh nhân nghi ngờ.
PMC7386785,"In addition, we urgently need studies in community primary care settings, and studies investigating combinations of signs and symptoms.","Ngoài ra, chúng tôi rất cần các nghiên cứu tại các cơ sở chăm sóc ban đầu tại cộng đồng và các nghiên cứu điều tra sự kết hợp của các dấu hiệu và triệu chứng."
